19:31:24.756 | [master] | [pool-12-thread-1] | INFO  | com.example.util.EC2Utils$ | isStaticConfig = true
19:31:24.829 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:3000
19:31:24.829 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | [32m-----------------------------------[0m
19:31:25.635 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | akka.event.slf4j.Slf4jLogger | Slf4jLogger started
19:31:25.893 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | akka.remote.Remoting | Starting remoting
19:31:26.424 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | akka.remote.Remoting | Remoting started; listening on addresses :[akka.tcp://ClusterSystem@192.168.10.202:2551]
19:31:26.453 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Starting up...
19:31:26.612 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Registered cluster JMX MBean [akka:type=Cluster,port=2551]
19:31:26.613 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Started up successfully
19:31:26.654 | [master] | [pool-12-thread-1] | INFO  | com.example.util.EC2Utils$ | isStaticConfig = true
19:31:26.655 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | using config without binds
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | [34m---[ClusterConfig]-------------[0m
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | current=NodeConfig(192.168.10.202,2551,,)
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | name=ClusterSystem
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,2551,,)
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,5000,,)
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,3000,,)
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | roles=List(client)
19:31:26.656 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | seeds:
19:31:26.657 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:2551
19:31:26.657 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:5000
19:31:26.661 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:3000
19:31:26.671 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | [34m-------------------------------[0m
19:31:26.672 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | [32m---[ActorSystemConfig]-------------[0m
19:31:26.677 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.remote.netty.tcp.hostname=Success(192.168.10.202)
19:31:26.677 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.remote.netty.tcp.port=Success(2551)
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.cluster.roles=Success([client])
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.remote.netty.tcp.bind-hostname=Success()
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.remote.netty.tcp.bind-port=Success()
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | akka.cluster.seed-nodes=
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:2551
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:5000
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.200:3000
19:31:26.678 | [master] | [pool-12-thread-1] | INFO  | com.example.util.ClusterUtils$ | [32m-----------------------------------[0m
19:31:26.708 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Metrics collection has started successfully
19:31:26.709 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | akka.event.slf4j.Slf4jLogger | Slf4jLogger started
19:31:26.722 | [master] | [ClusterSystem-akka.actor.default-dispatcher-7] | INFO  | akka.remote.Remoting | Starting remoting
19:31:26.758 | [master] | [ClusterSystem-akka.actor.default-dispatcher-14] | INFO  | com.example.MasterActor | [34m[preStart] subscribing cluster events...[0m
19:31:26.765 | [master] | [ClusterSystem-akka.actor.default-dispatcher-15] | INFO  | com.example.MasterActor | [31munknown event: CurrentClusterState(TreeSet(), Set(), Set(), None, Map())[0m
19:31:26.826 | [master] | [ClusterSystem-akka.actor.default-dispatcher-4] | ERROR | a.r.transport.netty.NettyTransport | failed to bind to /192.168.10.202:2551, shutting down Netty transport
19:31:26.863 | [master] | [ClusterSystem-akka.actor.default-dispatcher-7] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Shutting down remote daemon.
19:31:26.865 | [master] | [ClusterSystem-akka.actor.default-dispatcher-7] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Remote daemon shut down; proceeding with flushing remote transports.
19:31:26.873 | [master] | [ClusterSystem-akka.actor.default-dispatcher-7] | ERROR | akka.remote.Remoting | Remoting system has been terminated abrubtly. Attempting to shut down transports
19:31:26.873 | [master] | [ClusterSystem-akka.actor.default-dispatcher-7] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Remoting shut down.
19:31:29.933 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:29.935 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:5000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:5000]] Caused by: [No route to host]
19:31:29.936 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:3000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:3000]] Caused by: [No route to host]
19:31:29.936 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:29.937 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:29.942 | [master] | [ClusterSystem-akka.actor.default-dispatcher-16] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [1] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:29.942 | [master] | [ClusterSystem-akka.actor.default-dispatcher-16] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [2] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:29.944 | [master] | [ClusterSystem-akka.actor.default-dispatcher-16] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:2551] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:2551]] Caused by: [No route to host]
19:31:29.945 | [master] | [ClusterSystem-akka.actor.default-dispatcher-16] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [3] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:31.725 | [master] | [ClusterSystem-akka.actor.default-dispatcher-21] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [4] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:31.726 | [master] | [ClusterSystem-akka.actor.default-dispatcher-21] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [5] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:31.726 | [master] | [ClusterSystem-akka.actor.default-dispatcher-21] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [6] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:36.744 | [master] | [ClusterSystem-akka.actor.default-dispatcher-18] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [2] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:31:39.752 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:39.753 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:39.756 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:39.757 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:5000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:5000]] Caused by: [No route to host]
19:31:39.757 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:3000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:3000]] Caused by: [No route to host]
19:31:39.757 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [7] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:39.757 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [8] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:39.758 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:2551] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:2551]] Caused by: [No route to host]
19:31:39.758 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [9] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:41.762 | [master] | [ClusterSystem-akka.actor.default-dispatcher-18] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [3] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:31:41.765 | [master] | [ClusterSystem-akka.actor.default-dispatcher-18] | INFO  | a.r.RemoteActorRefProvider$RemoteDeadLetterActorRef | Message [akka.cluster.InternalClusterAction$InitJoin$] from Actor[akka://ClusterSystem/system/cluster/core/daemon/joinSeedNodeProcess-1#-840272824] to Actor[akka://ClusterSystem/deadLetters] was not delivered. [10] dead letters encountered, no more dead letters will be logged. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
19:31:46.781 | [master] | [ClusterSystem-akka.actor.default-dispatcher-21] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [4] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:31:49.788 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:49.791 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:2551] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:2551]] Caused by: [No route to host]
19:31:49.793 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:49.793 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:49.794 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:3000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:3000]] Caused by: [No route to host]
19:31:49.794 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:5000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:5000]] Caused by: [No route to host]
19:31:51.802 | [master] | [ClusterSystem-akka.actor.default-dispatcher-14] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [5] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:31:56.821 | [master] | [ClusterSystem-akka.actor.default-dispatcher-19] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [6] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:31:59.828 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:59.829 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:59.830 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:31:59.831 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:2551] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:2551]] Caused by: [No route to host]
19:31:59.831 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:5000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:5000]] Caused by: [No route to host]
19:31:59.833 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:3000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:3000]] Caused by: [No route to host]
19:32:01.842 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [7] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:32:06.862 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | WARN  | akka.cluster.JoinSeedNodeProcess | Couldn't join seed nodes after [8] attempts, will try again. seed-nodes=[akka.tcp://ClusterSystem@192.168.10.200:2551, akka.tcp://ClusterSystem@192.168.10.200:5000, akka.tcp://ClusterSystem@192.168.10.200:3000]
19:32:09.871 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:32:09.872 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:2551] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:2551]] Caused by: [No route to host]
19:32:09.874 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:32:09.875 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.r.transport.netty.NettyTransport | Remote connection to [null] failed with java.net.NoRouteToHostException: No route to host
19:32:09.875 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:5000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:5000]] Caused by: [No route to host]
19:32:09.876 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | WARN  | a.remote.ReliableDeliverySupervisor | Association with remote system [akka.tcp://ClusterSystem@192.168.10.200:3000] has failed, address is now gated for [5000] ms. Reason: [Association failed with [akka.tcp://ClusterSystem@192.168.10.200:3000]] Caused by: [No route to host]
19:32:10.827 | [master] | [ClusterSystem-akka.actor.default-dispatcher-2] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Exiting completed
19:32:10.832 | [master] | [ClusterSystem-akka.actor.default-dispatcher-14] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Shutting down...
19:32:10.834 | [master] | [ClusterSystem-akka.actor.default-dispatcher-17] | INFO  | com.example.MasterActor | [34m[registerOnMemberRemoved] ...[0m
19:32:10.836 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | INFO  | a.c.Cluster(akka://ClusterSystem) | Cluster Node [akka.tcp://ClusterSystem@192.168.10.202:2551] - Successfully shut down
19:32:10.857 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | INFO  | com.example.MasterActor | [34m[postStop] cancel selfStatus Success(true)[0m
19:32:10.857 | [master] | [ClusterSystem-akka.actor.default-dispatcher-20] | INFO  | com.example.MasterActor | [34m[postStop] unsubscribing cluster events...[0m
19:32:10.858 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Shutting down remote daemon.
19:32:10.858 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Remote daemon shut down; proceeding with flushing remote transports.
19:32:10.881 | [master] | [ClusterSystem-akka.actor.default-dispatcher-3] | INFO  | a.r.RemoteActorRefProvider$RemotingTerminator | Remoting shut down.
19:33:11.928 | [master] | [pool-12-thread-5] | INFO  | com.example.util.EC2Utils$ | isStaticConfig = true
19:33:11.961 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | using config without binds
19:33:11.963 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | [34m---[ClusterConfig]-------------[0m
19:33:11.969 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | current=NodeConfig(192.168.10.202,2551,,)
19:33:11.970 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | name=ClusterSystem
19:33:11.971 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.202,2551,,)
19:33:11.971 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.202,5000,,)
19:33:11.971 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.202,3000,,)
19:33:11.971 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,2551,,)
19:33:11.972 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,5000,,)
19:33:11.972 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | NodeConfig(192.168.10.200,3000,,)
19:33:11.972 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | roles=List(frontend)
19:33:11.972 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ | seeds:
19:33:11.973 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.202:2551
19:33:11.974 | [master] | [pool-12-thread-5] | INFO  | com.example.util.ClusterUtils$ |  akka.tcp://ClusterSystem@192.168.10.202:5000
